beer_style,abv,num_ratings,beer_style_group,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
Lager - Euro Pale,4.0,323,Lager,7,2018,5.0,0.2659
IPA - Black / Cascadian Dark Ale,6.1,339,IPA,11,2015,1.0,0.2271
Pilsner - Czech,4.8,7378,Pilsner,11,2018,5.0,0.2153
IPA - American,5.5,589,IPA,8,2017,1.0,0.2405
Rauchbier,4.7,176,Other,5,2014,6.0,0.2319
Stout - Imperial / Double Oatmeal,14.4,271,Stout,2,2018,3.0,0.3053
Farmhouse Ale - Saison,6.5,215,Farmhouse Ale,6,2016,3.0,0.2275
IPA - Imperial / Double New England,8.0,997,IPA,12,2019,1.0,0.2644
Lichtenhainer,4.5,553,Other,7,2017,3.0,0.1846
Red Ale - Imperial / Double,6.66,1759,Red Ale,3,2016,2.0,0.2022
IPA - New England,6.0,1527,IPA,1,2020,1.0,0.2546
Stout - Other,6.5,1570,Stout,5,2019,3.0,0.1954
IPA - International,5.7,188,IPA,5,2017,1.0,0.2185
IPA - International,7.8,612,IPA,6,2018,1.0,0.2274
Pilsner - German,4.2,210,Pilsner,11,2020,5.0,0.2968
Wheat Beer - American Pale Wheat,4.6,2195,Wheat Beer,4,2012,5.0,0.2381
Cider - Rosé,5.5,268,Cider,5,2012,5.0,0.2261
Belgian Tripel,9.5,1123,Belgian,3,2016,1.0,0.2272
Lager - American,5.7,186,Lager,5,2020,5.0,0.2236
Pale Ale - New England,5.0,896,Pale Ale,11,2020,2.0,0.2049
Pale Ale - New England,8.5,344,Pale Ale,1,2017,1.0,0.2123
Pilsner - Other,4.5,185,Pilsner,1,2019,5.0,0.2796
IPA - Sour,5.6,1387,IPA,3,2019,3.0,0.2349
IPA - Red,7.0,176,IPA,10,2018,1.0,0.2693
Red Ale - Irish,4.1,173,Red Ale,10,2010,4.0,0.2013
Strong Ale - English,6.5,6405,Strong Ale,9,2011,4.0,0.2913
Stout - Oatmeal,5.8,13955,Stout,6,2017,6.0,0.3155
IPA - New England,7.0,1933,IPA,4,2018,1.0,0.3252
Dark Ale,10.4,1134,Other,11,2015,6.0,0.2851
Sour - Gose,4.6,340,Sour,9,2017,4.0,0.227
Sour - Berliner Weisse,3.2,730,Sour,4,2014,2.0,0.578
IPA - English,7.0,1973,IPA,3,2013,4.0,0.2206
Stout - Milk / Sweet,5.2,807,Stout,12,2019,6.0,0.2711
Cider - Sweet,6.2,302,Cider,3,2017,3.0,0.2371
Pale Ale - Australian,6.0,720,Pale Ale,3,2017,1.0,0.2193
Zoigl,5.8,1562,Other,8,2010,2.0,0.301
Smoked Beer,4.0,229,Other,11,2017,4.0,0.2711
Kristallweizen,5.0,732,Other,12,2014,4.0,0.2371
Hefeweizen,4.6,282,Other,10,2012,5.0,0.3376
IPA - English,5.8,1589,IPA,1,2014,2.0,0.2337
IPA - White,7.1,208,IPA,4,2018,1.0,0.2567
Stout - Pastry,6.0,3993,Stout,11,2019,6.0,0.2655
IPA - Brut,6.6,729,IPA,4,2018,1.0,0.2485
Spiced / Herbed Beer,5.0,1015,Other,5,2017,5.0,0.1883
IPA - English,6.7,233,IPA,9,2016,1.0,0.1989
IPA - Red,7.0,266,IPA,9,2018,3.0,0.2276
IPA - International,6.0,458,IPA,5,2019,3.0,0.2524
Traditional Ale,5.0,167,Other,6,2019,4.0,0.1825
Porter - Baltic,6.6,807,Porter,11,2019,6.0,0.3135
IPA - White,5.6,170,IPA,9,2015,5.0,0.2471
IPA - Session / India Session Ale,5.0,1345,IPA,8,2017,1.0,0.2842
Kellerbier / Zwickelbier,5.8,341,Other,11,2018,4.0,0.2636
Winter Warmer,6.0,975,Other,11,2011,4.0,0.2974
Pilsner - German,4.7,443,Pilsner,4,2020,5.0,0.2607
Pale Ale - English,4.6,299,Pale Ale,9,2018,2.0,0.1996
Brown Ale - Imperial / Double,13.9,10991,Brown Ale,10,2018,3.0,0.2536
Pilsner - German,4.7,1920,Pilsner,3,2020,1.0,0.195
Belgian Dubbel,7.0,972,Belgian,4,2011,3.0,0.2378
Fruit Beer,4.2,312,Other,3,2014,3.0,0.1879
IPA - Black / Cascadian Dark Ale,6.5,2829,IPA,2,2015,4.0,0.2071
Golden Ale,6.0,159,Other,4,2020,6.0,0.1879
Mead - Melomel,14.0,2162,Mead,6,2017,3.0,0.2299
Golden Ale,4.0,331,Other,7,2012,2.0,0.2739
Wheat Beer - Wheat Wine,12.0,2119,Wheat Beer,1,2016,3.0,0.3114
Lager - Winter,6.2,287,Lager,11,2017,6.0,0.2429
Strong Ale - English,5.3,203,Strong Ale,1,2012,6.0,0.2426
Sour - Flanders Red Ale,8.0,241,Sour,6,2017,3.0,0.2889
Cream Ale,7.75,282,Other,5,2019,6.0,0.2514
Stout - Imperial / Double,10.0,287,Stout,4,2017,3.0,0.2138
IPA - English,5.9,2460,IPA,4,2010,4.0,0.2059
Stout - American,5.7,246,Stout,12,2018,2.0,0.206
Lager - Pale,5.3,509,Lager,11,2017,5.0,0.2342
Non-Alcoholic Beer,0.5,291,Other,9,2019,4.0,0.1846
Wheat Beer - American Pale Wheat,4.2,879,Wheat Beer,11,2013,1.0,0.2473
Stout - Milk / Sweet,5.1,704,Stout,7,2018,6.0,0.2853
Hefeweizen,5.3,379,Other,10,2017,5.0,0.2206
Stout - Other,5.4,1388,Stout,6,2012,4.0,0.195
Australian Sparkling Ale,5.0,3047,Other,10,2015,2.0,0.3018
Stout - Imperial / Double,13.0,6601,Stout,11,2010,2.0,0.2438
Kölsch,5.3,384,Other,5,2020,5.0,0.2615
Sour - Fruited Berliner Weisse,3.2,2211,Sour,9,2016,5.0,0.1954
Golden Ale,7.5,411,Other,5,2017,3.0,0.2896
IPA - Rye,5.5,292,IPA,2,2015,3.0,0.183
Barleywine - American,11.5,5381,Barleywine,7,2017,3.0,0.267
Sour - Other,7.7,533,Sour,7,2020,2.0,0.3052
Wheat Beer - Witbier,5.4,294,Wheat Beer,3,2017,5.0,0.2042
Old Ale,7.6,176,Other,6,2018,3.0,0.2755
IPA - New England,7.0,17532,IPA,8,2016,1.0,0.3016
Lambic - Traditional,6.0,527,Lambic,3,2015,3.0,0.2381
Red Ale - American Amber / Red,4.5,431,Red Ale,6,2018,2.0,0.2363
Hefeweizen,5.2,273,Other,5,2014,6.0,0.2714
Belgian Quadrupel,12.9,2311,Belgian,10,2017,3.0,0.3221
Cider - Traditional,8.4,932,Cider,9,2014,5.0,0.1988
Stout - Other,4.5,8457,Stout,2,2017,6.0,0.224
Stout - Other,10.0,383,Stout,6,2018,6.0,0.2381
Mead - Pyment,14.0,175,Mead,2,2020,3.0,0.2761
Sour - Other,4.0,229,Sour,10,2018,1.0,0.1795
Lambic - Kriek,5.8,2694,Lambic,9,2015,3.0,0.2164
Smoked Beer,10.2,268,Other,3,2012,6.0,0.183
Belgian Blonde,4.8,152,Belgian,1,2017,1.0,0.2056
Stout - Other,4.9,757,Stout,6,2012,6.0,0.1944
Rye Beer,6.0,698,Other,12,2015,5.0,0.204
Lager - Pale,4.2,369,Lager,2,2017,1.0,0.2187
IPA - American,7.0,455,IPA,9,2019,1.0,0.2128
Kölsch,5.0,4695,Other,3,2016,5.0,0.2987
IPA - Red,4.7,188,IPA,11,2016,4.0,0.2344
Pilsner - Imperial / Double,7.0,153,Pilsner,6,2017,5.0,0.2381
Stout - Pastry,9.0,447,Stout,5,2020,6.0,0.2604
IPA - Triple,10.0,945,IPA,4,2018,1.0,0.2027
Table Beer,3.8,740,Other,12,2018,3.0,0.2614
Brown Ale - English,5.0,4296,Brown Ale,12,2011,4.0,0.2722
Scottish Ale,3.2,260,Other,9,2011,5.0,0.2459
Gluten-Free,4.3,2283,Other,9,2014,1.0,0.2202
Stout - Oatmeal,7.3,568,Stout,12,2015,4.0,0.2593
Cider - Perry,5.0,849,Cider,6,2011,2.0,0.2287
Old Ale,7.2,334,Other,11,2012,4.0,0.2107
Winter Warmer,7.0,219,Other,10,2013,4.0,0.1795
Farmhouse Ale - Saison,6.5,365,Farmhouse Ale,3,2016,3.0,0.3284
IPA - International,6.8,305,IPA,11,2019,1.0,0.3843
Stout - Imperial / Double Oatmeal,9.4,544,Stout,7,2014,6.0,0.2925
Table Beer,3.0,301,Other,8,2017,2.0,0.2636
IPA - American,6.9,5099,IPA,4,2018,1.0,0.2798
Stout - Russian Imperial,10.8,2433,Stout,2,2017,4.0,0.2632
Stout - English,4.5,306,Stout,3,2018,4.0,0.2205
Rye Beer,7.1,220,Other,4,2015,3.0,0.183
IPA - Sour,5.5,1749,IPA,8,2018,1.0,0.2599
Porter - American,6.9,1547,Porter,6,2014,6.0,0.2242
Red Ale - Other,4.4,2027,Red Ale,9,2011,2.0,0.2251
Porter - Imperial / Double,11.0,1992,Porter,6,2013,2.0,0.1958
Wheat Beer - Witbier,10.0,29384,Wheat Beer,8,2010,3.0,0.3499
IPA - International,5.5,1908,IPA,10,2019,1.0,0.2115
Old Ale,16.1,9249,Other,1,2017,3.0,0.3883
Blonde Ale,4.7,7353,Other,9,2013,5.0,0.2222
Wild Ale - Other,5.5,3204,Other,2,2019,3.0,0.4444
Pale Ale - International,5.5,851,Pale Ale,12,2018,1.0,0.2481
Golden Ale,3.9,293,Other,11,2013,5.0,0.2162
Rye Beer,5.1,503,Other,10,2014,1.0,0.2389
Winter Warmer,6.5,289,Other,7,2015,6.0,0.235
IPA - Red,6.1,1203,IPA,5,2017,4.0,0.2222
IPA - International,6.7,846,IPA,2,2018,2.0,0.2405
Stout - Milk / Sweet,6.5,1130,Stout,11,2018,6.0,0.3148
Lager - Euro Pale,4.0,198,Lager,3,2014,2.0,0.1795
IPA - Session / India Session Ale,3.8,427,IPA,1,2018,1.0,0.2801
Black & Tan,7.5,219,Other,12,2014,6.0,0.195
Specialty Grain,7.4,311,Other,8,2015,6.0,0.2256
Cream Ale,6.0,713,Other,8,2019,6.0,0.2937
Pale Ale - International,5.2,1930,Pale Ale,9,2013,5.0,0.2614
Lager - American Light,5.1,174,Lager,4,2019,5.0,0.2309
Stout - Coffee,8.0,2739,Stout,8,2018,6.0,0.243
Sour - Flanders Oud Bruin,7.5,937,Sour,9,2018,3.0,0.354
Stout - Imperial / Double Milk,10.0,480,Stout,2,2017,1.0,0.2024
Stout - Imperial / Double Coffee,11.0,886,Stout,9,2020,6.0,0.2487
Lager - Pale,5.5,277,Lager,6,2016,6.0,0.2138
Dunkelweizen,9.6,997,Other,3,2017,5.0,0.2455
Specialty Grain,5.5,233,Other,3,2014,2.0,0.1795
Honey Beer,6.0,176,Other,2,2018,3.0,0.25
Stout - Russian Imperial,13.0,1440,Stout,6,2017,3.0,0.2476
English Mild Ale,4.3,268,Other,1,2020,6.0,0.2069
IPA - Quadruple,12.0,2018,IPA,6,2019,1.0,0.2927
Farmhouse Ale - Sahti,5.1,369,Farmhouse Ale,4,2015,5.0,0.2269
IPA - Milkshake,6.7,757,IPA,9,2018,1.0,0.2251
Pilsner - Imperial / Double,7.6,510,Pilsner,9,2016,1.0,0.2516
Bock - Hell / Maibock / Lentebock,7.0,351,Bock,3,2018,2.0,0.2222
English Bitter,3.5,679,Other,4,2011,2.0,0.2747
Stout - Milk / Sweet,6.5,13436,Stout,9,2016,6.0,0.2476
Stout - Other,7.0,366,Stout,2,2019,6.0,0.1996
Lager - Vienna,5.1,184,Lager,7,2020,6.0,0.1885
IPA - Brut,8.0,318,IPA,11,2019,1.0,0.257
Märzen,5.9,624,Other,8,2018,5.0,0.2013
Stout - English,5.0,158440,Stout,8,2012,6.0,0.2339
Grisette,3.8,1253,Other,8,2014,3.0,0.1996
Wheat Beer - Other,4.2,235,Wheat Beer,7,2019,1.0,0.1831
Bock - Hell / Maibock / Lentebock,9.0,157,Bock,12,2015,2.0,0.1989
Sour - Fruited,5.0,535,Sour,3,2020,3.0,0.2367
Wheat Beer - Other,5.0,2250,Wheat Beer,12,2012,2.0,0.2073
Red Ale - American Amber / Red,6.0,1441,Red Ale,6,2016,6.0,0.2323
Lager - Vienna,5.0,1019,Lager,4,2017,5.0,0.219
IPA - Black / Cascadian Dark Ale,8.3,94191,IPA,1,2011,4.0,0.2073
Lager - Pale,4.6,184,Lager,9,2015,5.0,0.2864
Brown Ale - Imperial / Double,11.5,519,Brown Ale,12,2014,3.0,0.2389
Pilsner - Czech,5.4,712,Pilsner,12,2020,5.0,0.2546
Lager - Pale,6.1,265,Lager,4,2018,1.0,0.2374
IPA - Imperial / Double New England,8.0,2437,IPA,8,2019,1.0,0.3755
Lager - Amber,6.6,667,Lager,8,2019,5.0,0.2082
Sour - Fruited Gose,5.0,310,Sour,4,2019,2.0,0.2456
Farmhouse Ale - Other,4.6,587,Farmhouse Ale,11,2019,3.0,0.2
IPA - New England,6.4,2036,IPA,10,2020,1.0,0.3089
Sour - Other,6.8,1065,Sour,6,2018,3.0,0.2361
Pale Ale - English,4.2,5748,Pale Ale,7,2014,4.0,0.2547
Sour - Gose,4.0,447,Sour,8,2016,3.0,0.2164
Bock - Hell / Maibock / Lentebock,7.1,1336,Bock,4,2019,5.0,0.2167
Cider - Dry,6.9,165,Cider,1,2018,3.0,0.3604
Old Ale,9.5,1095,Other,5,2018,2.0,0.183
Pilsner - Czech,4.5,223,Pilsner,6,2018,5.0,0.285
Pilsner - German,4.5,380,Pilsner,7,2018,5.0,0.2202
Lager - Vienna,4.9,1617,Lager,4,2018,5.0,0.3089
Stout - Foreign / Export,5.6,16247,Stout,6,2014,2.0,0.2025
Pumpkin / Yam Beer,9.4,316,Other,10,2015,3.0,0.1988
IPA - Milkshake,6.0,1883,IPA,12,2019,1.0,0.2186
Lager - Vienna,5.1,530,Lager,11,2019,5.0,0.2875
Farmhouse Ale - Other,5.6,299,Farmhouse Ale,3,2020,3.0,0.3181
IPA - New England,6.5,3638,IPA,6,2017,1.0,0.265
Stout - Irish Dry,6.0,182,Stout,1,2017,2.0,0.336
IPA - Imperial / Double,8.0,410,IPA,6,2017,1.0,0.3769
Red Ale - American Amber / Red,7.8,13862,Red Ale,7,2015,1.0,0.2339
Rye Beer,6.2,153,Other,12,2015,3.0,0.1996
Hefeweizen,5.1,252,Other,6,2018,5.0,0.2827
Stout - Foreign / Export,8.0,300,Stout,2,2020,6.0,0.3464
Porter - Imperial / Double,9.5,17424,Porter,4,2011,6.0,0.312
Porter - American,7.5,706,Porter,1,2017,6.0,0.2951
Pale Ale - New Zealand,3.6,864,Pale Ale,7,2017,5.0,0.2093
Ginger Beer,4.0,1725,Other,3,2011,5.0,0.1987
Lager - Dark,1.0,549,Lager,11,2017,6.0,0.2222
IPA - Imperial / Double New England,8.5,618,IPA,10,2019,1.0,0.2479
Golden Ale,6.0,529,Other,5,2020,6.0,0.1831
Stout - Other,7.4,672,Stout,8,2013,3.0,0.204
Barleywine - Other,11.8,691,Barleywine,2,2017,6.0,0.2312
Stout - Other,4.6,394,Stout,9,2015,4.0,0.2401
Porter - Imperial / Double Baltic,9.0,306,Porter,1,2019,6.0,0.2824
Stout - American,6.0,180,Stout,1,2018,4.0,0.2277
IPA - White,7.0,1847,IPA,8,2018,1.0,0.2515
Pale Ale - American,5.5,2875,Pale Ale,1,2014,2.0,0.2361
Red Ale - Other,4.0,746,Red Ale,12,2016,4.0,0.2712
Pale Ale - International,5.2,1942,Pale Ale,8,2015,4.0,0.2313
Pale Ale - International,4.5,388,Pale Ale,4,2018,5.0,0.2305
Stout - Coffee,9.5,1192,Stout,2,2016,6.0,0.2202
Altbier,4.8,318,Other,9,2020,5.0,0.2237
Hard Seltzer,9.66,180,Other,5,2020,1.0,0.1914
Blonde Ale,3.8,1336,Other,6,2012,2.0,0.2879
Non-Alcoholic Beer,0.5,443,Other,4,2020,2.0,0.3288
Dampfbier,5.4,207,Other,3,2018,2.0,0.2311
IPA - Imperial / Double New England,8.5,2322,IPA,4,2019,1.0,0.2708
Lager - Helles,5.0,371,Lager,5,2018,5.0,0.3157
Pale Ale - New Zealand,4.6,170,Pale Ale,11,2017,5.0,0.2319
Dark Ale,6.0,313,Other,12,2013,4.0,0.2797
Pale Ale - Australian,6.0,943,Pale Ale,7,2016,1.0,0.1879
IPA - New England,6.0,259,IPA,10,2019,1.0,0.3993
Pale Ale - International,5.5,1297,Pale Ale,11,2019,1.0,0.3373
Scotch Ale / Wee Heavy,8.0,525,Other,3,2020,2.0,0.3187
Lager - Dark,5.2,390,Lager,5,2018,4.0,0.2691
Porter - American,4.8,606,Porter,10,2014,6.0,0.2785
Wild Ale - Other,9.8,215,Other,4,2020,3.0,0.281
Dampfbier,5.7,169,Other,4,2019,1.0,0.1845
Pilsner - Czech,4.5,630,Pilsner,11,2020,2.0,0.2056
Lager - Euro Pale,4.7,2164,Lager,5,2014,5.0,0.2598
Cider - Graff,5.0,1449,Cider,2,2017,3.0,0.2024
Winter Ale,8.0,2617,Other,9,2016,4.0,0.2175
Farmhouse Ale - Saison,8.5,963,Farmhouse Ale,9,2015,3.0,0.2857
Stout - Imperial / Double Coffee,12.0,2885,Stout,4,2018,6.0,0.2389
Lager - Dortmunder / Export,5.0,431,Lager,8,2017,2.0,0.2496
IPA - White,6.0,768,IPA,2,2015,4.0,0.2312
Bock - Single / Traditional,7.5,1299,Bock,1,2014,2.0,0.1761
Farmhouse Ale - Saison,9.2,327,Farmhouse Ale,1,2020,3.0,0.3123
IPA - Black / Cascadian Dark Ale,6.5,3561,IPA,7,2013,6.0,0.2379
Sour - Fruited Gose,5.0,507,Sour,6,2020,4.0,0.2271
Black & Tan,4.6,360,Other,2,2014,1.0,0.1914
IPA - Session / India Session Ale,3.7,199,IPA,8,2016,1.0,0.3132
Farmhouse Ale - Bière de Mars,7.2,220,Farmhouse Ale,8,2020,2.0,0.2985
Ginger Beer,4.5,155,Other,5,2012,1.0,0.1795
Brown Ale - English,4.6,180,Brown Ale,8,2012,5.0,0.2109
English Bitter,5.2,257,Other,6,2014,2.0,0.3056
Sour - Gose,4.2,188,Sour,11,2019,1.0,0.195
Wheat Beer - Other,7.5,699,Wheat Beer,8,2019,4.0,0.2522
Belgian Blonde,6.8,477,Belgian,8,2015,3.0,0.2303
Stout - Pastry,7.1,465,Stout,6,2020,6.0,0.2859
Porter - English,6.0,199,Porter,3,2011,2.0,0.1845
IPA - Sour,6.5,3885,IPA,10,2019,3.0,0.244
IPA - Brut,6.8,239,IPA,12,2018,1.0,0.2138
Wheat Beer - Witbier,5.5,323,Wheat Beer,2,2015,5.0,0.224
IPA - Triple New England,10.0,6907,IPA,11,2017,1.0,0.2816
Stout - Imperial / Double Oatmeal,13.5,4072,Stout,8,2014,3.0,0.2339
IPA - American,6.4,687,IPA,8,2018,1.0,0.2632
Stout - White,6.0,1374,Stout,5,2016,6.0,0.2663
English Mild Ale,4.6,441,Other,1,2015,6.0,0.3025
IPA - Triple New England,10.5,2066,IPA,4,2020,1.0,0.2202
Pale Ale - New England,7.0,460,Pale Ale,3,2017,1.0,0.2357
Porter - Other,6.0,198,Porter,7,2011,4.0,0.2418
Lager - Munich Dunkel,4.8,3906,Lager,12,2018,2.0,0.317
Red Ale - Other,4.2,195,Red Ale,11,2016,4.0,0.1971
Schwarzbier,4.7,681,Other,2,2011,6.0,0.2412
Red Ale - American Amber / Red,4.8,382,Red Ale,5,2014,4.0,0.195
Winter Warmer,4.6,358,Other,12,2012,4.0,0.234
Golden Ale,6.0,160,Other,7,2020,6.0,0.283
Lambic - Gueuze,6.2,188,Lambic,6,2019,3.0,0.2879
Stout - Irish Dry,7.4,532,Stout,2,2017,3.0,0.2202
Wheat Beer - Wheat Wine,15.4,12640,Wheat Beer,7,2019,3.0,0.2379
Traditional Ale,5.5,369,Other,2,2017,3.0,0.1949
Wheat Beer - American Pale Wheat,5.5,482,Wheat Beer,11,2018,1.0,0.3265
Sour - Fruited Gose,4.5,2364,Sour,12,2018,3.0,0.2042
Sour - Fruited Gose,11.0,1699,Sour,7,2019,1.0,0.2474
IPA - American,6.5,1512,IPA,10,2011,2.0,0.2905
Shandy / Radler,4.0,1700,Other,10,2016,5.0,0.1992
Sour - Fruited Gose,3.5,812,Sour,1,2017,1.0,0.2381
Stout - Oatmeal,5.0,109252,Stout,8,2010,4.0,0.2024
Pilsner - Imperial / Double,8.2,183,Pilsner,10,2016,5.0,0.2681
Strong Ale - Other,13.46,1697,Strong Ale,12,2019,6.0,0.4078
Red Ale - American Amber / Red,7.0,5241,Red Ale,8,2010,4.0,0.2359
IPA - Rye,8.0,552,IPA,4,2016,1.0,0.1795
Lambic - Fruit,6.2,726,Lambic,5,2017,3.0,0.3537
Lager - Helles,4.7,912,Lager,6,2019,5.0,0.2959
Lager - Munich Dunkel,4.8,249,Lager,6,2017,5.0,0.2138
Malt Liquor ,8.2,167,Other,12,2018,3.0,0.1799
Golden Ale,5.0,4199,Other,9,2017,1.0,0.2943
Stout - Irish Dry,4.5,431,Stout,9,2016,6.0,0.2103
Pale Ale - American,8.0,26294,Pale Ale,8,2011,1.0,0.2514
Burton Ale,5.2,264,Other,11,2012,4.0,0.1987
Porter - American,6.5,254,Porter,2,2016,4.0,0.2298
IPA - Brut,6.0,309,IPA,9,2019,5.0,0.1989
IPA - Imperial / Double Black,8.85,368,IPA,5,2019,1.0,0.2786
Pilsner - Czech,4.3,691,Pilsner,11,2018,5.0,0.2971
Red Ale - American Amber / Red,5.7,236,Red Ale,5,2011,1.0,0.2061
IPA - Session / India Session Ale,4.6,762,IPA,6,2019,1.0,0.2753
Lager - Euro Pale,5.2,3447,Lager,3,2019,5.0,0.2099
English Bitter,3.5,17171,Other,11,2010,2.0,0.2827
IPA - International,6.5,893,IPA,1,2020,1.0,0.3657
IPA - International,5.0,3142,IPA,10,2018,2.0,0.3504
Sour - Fruited Berliner Weisse,6.47,1389,Sour,12,2019,6.0,0.2116
Pilsner - Other,5.0,225,Pilsner,12,2018,2.0,0.2063
American Wild Ale,6.0,214,Other,10,2013,2.0,0.2333
Stout - American,6.0,175,Stout,6,2019,6.0,0.2056
IPA - Belgian,6.8,213,IPA,4,2018,1.0,0.2024
Bock - Doppelbock,10.8,166,Bock,6,2018,5.0,0.2236
Cider - Other Fruit,4.0,922,Cider,5,2017,3.0,0.1988
Kvass,4.0,153,Other,5,2019,3.0,0.2449
Bock - Doppelbock,7.5,957,Bock,8,2016,2.0,0.213
Lager - Helles,5.0,438,Lager,11,2018,5.0,0.2475
IPA - New England,6.5,2586,IPA,3,2018,1.0,0.3063
IPA - American,6.8,1510,IPA,11,2017,1.0,0.2619
Non-Alcoholic Beer,0.5,185,Other,12,2019,1.0,0.1944
Blonde Ale,4.3,1815,Other,6,2015,5.0,0.183
IPA - Imperial / Double Black,9.0,580,IPA,5,2015,3.0,0.2411
Sour - Fruited Berliner Weisse,4.2,339,Sour,11,2019,1.0,0.2442
Barleywine - English,9.0,624,Barleywine,1,2012,4.0,0.2745
Sour - Berliner Weisse,5.8,414,Sour,3,2017,1.0,0.1954
Bière de Champagne / Bière Brut,10.0,2225,Other,9,2016,3.0,0.1902
Specialty Grain,5.5,1326,Other,9,2017,2.0,0.2061
Brown Ale - Other,5.9,680,Brown Ale,3,2019,4.0,0.3
Wild Ale - Other,6.9,23817,Other,1,2011,3.0,0.3644
Stout - Oatmeal,6.5,889,Stout,11,2016,6.0,0.2473
Belgian Quadrupel,12.4,244,Belgian,12,2012,5.0,0.2674
Brown Ale - English,4.7,326,Brown Ale,7,2013,4.0,0.224
Stout - Other,4.9,251,Stout,8,2016,4.0,0.2386
Rye Beer,5.3,473,Other,12,2014,1.0,0.2042
Lager - Vienna,9.5,307,Lager,11,2019,6.0,0.2242
Farmhouse Ale - Bière de Mars,7.4,299,Farmhouse Ale,3,2015,5.0,0.2025
Sour - Fruited Gose,4.0,1599,Sour,3,2017,5.0,0.2103
IPA - Imperial / Double,8.0,2930,IPA,4,2017,1.0,0.3514
English Bitter,4.5,162,Other,4,2019,4.0,0.3591
Lager - Japanese Rice,5.0,244,Lager,5,2019,5.0,0.2792
IPA - Imperial / Double,8.5,7854,IPA,4,2015,3.0,0.2069
Stout - Imperial / Double Milk,15.0,3160,Stout,8,2013,2.0,0.2356
Mead - Traditional,14.0,306,Mead,4,2017,3.0,0.2126
Red Ale - Other,8.9,157,Red Ale,2,2019,3.0,0.2181
Stout - White,5.3,1735,Stout,3,2018,6.0,0.2432
Sour - Fruited Gose,4.7,467,Sour,4,2018,3.0,0.2063
IPA - Imperial / Double Black,8.0,2901,IPA,9,2016,1.0,0.2222
Lager - Japanese Rice,5.0,188,Lager,7,2019,5.0,0.284
Porter - Imperial / Double Baltic,10.0,4492,Porter,5,2015,6.0,0.2716
Pale Ale - Australian,5.2,1746,Pale Ale,9,2018,1.0,0.335
IPA - Brut,7.0,346,IPA,10,2018,1.0,0.2399
Old Ale,4.6,306,Other,4,2015,6.0,0.2121
Stout - Imperial / Double,9.0,969,Stout,1,2015,4.0,0.2047
Belgian Quadrupel,12.4,2973,Belgian,7,2016,3.0,0.2772
Pale Ale - New Zealand,4.2,229,Pale Ale,5,2020,2.0,0.1926
IPA - Imperial / Double New England,9.0,1402,IPA,5,2019,1.0,0.1987
Extra Special / Strong Bitter,5.0,154,Other,12,2015,4.0,0.2352
Porter - American,5.0,367,Porter,12,2012,4.0,0.2431
Red Ale - Imperial / Double,7.0,2040,Red Ale,9,2012,1.0,0.2788
Malt Liquor ,4.2,331,Other,9,2019,6.0,0.277
Cider - Dry,8.0,174,Cider,8,2015,5.0,0.1907
English Bitter,4.1,262,Other,11,2017,2.0,0.2125
Porter - Imperial / Double,8.0,4144,Porter,11,2010,4.0,0.3805
Farmhouse Ale - Saison,7.1,4544,Farmhouse Ale,3,2015,3.0,0.256
Kellerbier / Zwickelbier,5.5,184,Other,12,2019,5.0,0.2242
English Bitter,4.5,846,Other,3,2011,4.0,0.188
Schwarzbier,5.7,166,Other,5,2018,3.0,0.2242
Cider - Ice / Applewine,11.0,3350,Cider,6,2011,3.0,0.2568
Grisette,4.8,1335,Other,8,2015,3.0,0.2138
Altbier,10.5,760,Other,6,2013,3.0,0.2363
Brown Ale - English,4.4,404,Brown Ale,1,2019,6.0,0.2739
Cider - Other Fruit,6.9,718,Cider,7,2018,3.0,0.1988
Gruit / Ancient Herbed Ale,4.6,187,Other,12,2017,5.0,0.1954
Pilsner - Czech,4.4,521,Pilsner,6,2017,5.0,0.256
Barleywine - Other,14.5,767,Barleywine,9,2019,3.0,0.2202
Stout - Oyster,7.0,186,Stout,5,2013,5.0,0.1795
Belgian Dubbel,7.5,629,Belgian,5,2016,2.0,0.2444
Lager - Euro Pale,4.5,213,Lager,11,2019,5.0,0.2206
Pale Ale - International,4.6,221,Pale Ale,6,2017,4.0,0.2222
Red Ale - Irish,5.6,201,Red Ale,8,2019,5.0,0.2259
Porter - Baltic,5.2,8213,Porter,2,2015,5.0,0.2711
Belgian Dubbel,6.5,1659,Belgian,3,2013,5.0,0.2772
Sour - Fruited Gose,4.5,2171,Sour,5,2018,4.0,0.3256
Lager - Japanese Rice,5.0,581,Lager,12,2020,2.0,0.214
Pilsner - Other,4.6,490,Pilsner,6,2019,1.0,0.1914
Stout - Other,5.0,566,Stout,9,2015,3.0,0.2252
Pilsner - Czech,4.2,444,Pilsner,10,2015,5.0,0.2957
Porter - American,6.1,309,Porter,5,2019,6.0,0.2024
Pale Ale - Australian,5.5,287,Pale Ale,2,2019,1.0,0.2461
Winter Ale,6.0,175,Other,6,2017,2.0,0.2778
Pale Ale - New Zealand,5.9,209,Pale Ale,6,2019,1.0,0.2162
IPA - International,7.4,3877,IPA,4,2019,1.0,0.3695
Gruit / Ancient Herbed Ale,5.0,7124,Other,8,2010,5.0,0.1997
Sour - Fruited,7.2,333,Sour,4,2019,1.0,0.2413
Sour - Other,5.5,170,Sour,5,2019,3.0,0.2536
